0.02.676.071 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.02.682.636 W srv  llama_server: -----------------
0.02.682.640 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.02.682.643 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.02.682.643 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.02.682.643 W srv  llama_server: -----------------
0.02.697.931 I srv    load_model: loading model 'D:\models\gguf\Qwen3.5-9B-Q4_K_M.gguf'
0.17.062.108 I cmn          init: llama threadpool init, n_threads = 10
0.17.287.889 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 32768, kv_unified = 'true'
0.17.341.123 I srv  llama_server: model loaded
0.17.341.187 I srv  llama_server: listening on http://127.0.0.1:8080
0.17.341.189 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.17.341.191 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
4.09.097.705 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
7.36.180.804 I slot print_timing: id  2 | task 6667 |       total time =    3335.92 ms /   175 tokens
7.36.180.806 I slot print_timing: id  2 | task 6667 |    graphs reused =       6355
7.36.180.987 I slot      release: id  2 | task 6667 | stop processing: n_tokens = 4749, truncated = 0
7.36.235.554 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.892 (> 0.100 thold), f_keep = 1.000
7.36.236.181 I slot launch_slot_: id  2 | task 6784 | processing task, is_child = 0
7.39.675.364 I slot print_timing: id  2 | task 6784 | n_gen =    107, tg =  35.05 t/s, tg_3s =  35.38 t/s
7.39.866.060 I slot print_timing: id  2 | task 6784 | prompt eval time =     414.79 ms /   574 tokens (    0.72 ms per token,  1383.83 tokens per second)
7.39.866.071 I slot print_timing: id  2 | task 6784 |        eval time =    3214.88 ms /   114 tokens (   28.45 ms per token,    35.15 tokens per second)
7.39.866.073 I slot print_timing: id  2 | task 6784 |       total time =    3629.67 ms /   688 tokens
7.39.866.074 I slot print_timing: id  2 | task 6784 |    graphs reused =       6466
7.39.866.308 I slot      release: id  2 | task 6784 | stop processing: n_tokens = 5436, truncated = 0
7.39.909.237 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
7.39.909.568 I slot launch_slot_: id  2 | task 6901 | processing task, is_child = 0
7.41.047.900 I slot print_timing: id  2 | task 6901 | prompt eval time =     107.22 ms /    59 tokens (    1.82 ms per token,   550.24 tokens per second)
7.41.047.909 I slot print_timing: id  2 | task 6901 |        eval time =    1030.98 ms /    39 tokens (   27.13 ms per token,    36.86 tokens per second)
7.41.047.911 I slot print_timing: id  2 | task 6901 |       total time =    1138.21 ms /    98 tokens
7.41.047.912 I slot print_timing: id  2 | task 6901 |    graphs reused =       6503
7.41.048.120 I slot      release: id  2 | task 6901 | stop processing: n_tokens = 5533, truncated = 0
7.41.066.787 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.987 (> 0.100 thold), f_keep = 0.827
7.41.067.099 I slot launch_slot_: id  2 | task 6942 | processing task, is_child = 0
7.42.149.889 I slot print_timing: id  2 | task 6942 | prompt eval time =     135.28 ms /    64 tokens (    2.11 ms per token,   473.11 tokens per second)
7.42.149.915 I slot print_timing: id  2 | task 6942 |        eval time =     947.37 ms /    35 tokens (   27.86 ms per token,    35.89 tokens per second)
7.42.149.919 I slot print_timing: id  2 | task 6942 |       total time =    1082.65 ms /    99 tokens
7.42.149.922 I slot print_timing: id  2 | task 6942 |    graphs reused =       6536
7.42.150.390 I slot      release: id  2 | task 6942 | stop processing: n_tokens = 4673, truncated = 0
7.42.229.801 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
7.42.230.310 I slot launch_slot_: id  2 | task 6979 | processing task, is_child = 0
7.42.922.438 I slot print_timing: id  2 | task 6979 | prompt eval time =     104.94 ms /    34 tokens (    3.09 ms per token,   323.99 tokens per second)
7.42.922.449 I slot print_timing: id  2 | task 6979 |        eval time =     587.01 ms /    22 tokens (   27.95 ms per token,    35.77 tokens per second)
7.42.922.450 I slot print_timing: id  2 | task 6979 |       total time =     691.95 ms /    56 tokens
7.42.922.452 I slot print_timing: id  2 | task 6979 |    graphs reused =       6556
7.42.922.639 I slot      release: id  2 | task 6979 | stop processing: n_tokens = 4728, truncated = 0
7.42.973.008 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.987 (> 0.100 thold), f_keep = 0.968
7.42.973.639 I slot launch_slot_: id  2 | task 7003 | processing task, is_child = 0
7.44.892.364 I slot print_timing: id  2 | task 7003 | prompt eval time =     142.53 ms /    63 tokens (    2.26 ms per token,   442.02 tokens per second)
7.44.892.376 I slot print_timing: id  2 | task 7003 |        eval time =    1775.99 ms /    66 tokens (   27.32 ms per token,    36.60 tokens per second)
7.44.892.377 I slot print_timing: id  2 | task 7003 |       total time =    1918.52 ms /   129 tokens
7.44.892.378 I slot print_timing: id  2 | task 7003 |    graphs reused =       6620
7.44.892.556 I slot      release: id  2 | task 7003 | stop processing: n_tokens = 4703, truncated = 0
7.44.907.977 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.568 (> 0.100 thold), f_keep = 1.000
7.44.908.400 I slot launch_slot_: id  2 | task 7071 | processing task, is_child = 0
7.50.166.060 I slot print_timing: id  2 | task 7071 | n_gen =    108, tg =  35.60 t/s, tg_3s =  35.94 t/s
7.53.182.397 I slot print_timing: id  2 | task 7071 | n_gen =    215, tg =  35.54 t/s, tg_3s =  35.47 t/s
7.54.878.754 I slot print_timing: id  2 | task 7071 | prompt eval time =    2252.22 ms /  3573 tokens (    0.63 ms per token,  1586.44 tokens per second)
7.54.878.770 I slot print_timing: id  2 | task 7071 |        eval time =    7717.98 ms /   274 tokens (   28.27 ms per token,    35.37 tokens per second)
7.54.878.772 I slot print_timing: id  2 | task 7071 |       total time =    9970.19 ms /  3847 tokens
7.54.878.774 I slot print_timing: id  2 | task 7071 |    graphs reused =       6891
7.54.879.186 I slot      release: id  2 | task 7071 | stop processing: n_tokens = 8549, truncated = 0
7.54.919.609 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
7.54.919.945 I slot launch_slot_: id  2 | task 7349 | processing task, is_child = 0
7.58.038.692 I slot print_timing: id  2 | task 7349 | prompt eval time =     116.79 ms /    60 tokens (    1.95 ms per token,   513.73 tokens per second)
7.58.038.705 I slot print_timing: id  2 | task 7349 |        eval time =    3001.83 ms /   107 tokens (   28.32 ms per token,    35.31 tokens per second)
7.58.038.706 I slot print_timing: id  2 | task 7349 |       total time =    3118.63 ms /   167 tokens
7.58.038.707 I slot print_timing: id  2 | task 7349 |    graphs reused =       6995
7.58.038.928 I slot      release: id  2 | task 7349 | stop processing: n_tokens = 8715, truncated = 0
7.58.054.926 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 0.526
7.58.055.258 I slot launch_slot_: id  2 | task 7458 | processing task, is_child = 0
7.59.168.063 I slot print_timing: id  2 | task 7458 | prompt eval time =     136.19 ms /    68 tokens (    2.00 ms per token,   499.30 tokens per second)
7.59.168.089 I slot print_timing: id  2 | task 7458 |        eval time =     976.47 ms /    35 tokens (   28.72 ms per token,    34.82 tokens per second)
7.59.168.092 I slot print_timing: id  2 | task 7458 |       total time =    1112.66 ms /   103 tokens
7.59.168.094 I slot print_timing: id  2 | task 7458 |    graphs reused =       7028
7.59.168.505 I slot      release: id  2 | task 7458 | stop processing: n_tokens = 4677, truncated = 0
7.59.201.825 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.954 (> 0.100 thold), f_keep = 1.000
7.59.202.342 I slot launch_slot_: id  2 | task 7495 | processing task, is_child = 0
8.02.435.950 I slot print_timing: id  2 | task 7495 | n_gen =    107, tg =  35.04 t/s, tg_3s =  35.37 t/s
8.03.307.440 I slot print_timing: id  2 | task 7495 | prompt eval time =     208.65 ms /   224 tokens (    0.93 ms per token,  1073.56 tokens per second)
8.03.307.451 I slot print_timing: id  2 | task 7495 |        eval time =    3896.27 ms /   137 tokens (   28.65 ms per token,    34.91 tokens per second)
8.03.307.453 I slot print_timing: id  2 | task 7495 |       total time =    4104.92 ms /   361 tokens
8.03.307.454 I slot print_timing: id  2 | task 7495 |    graphs reused =       7163
8.03.307.642 I slot      release: id  2 | task 7495 | stop processing: n_tokens = 5037, truncated = 0
8.03.348.631 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
8.03.348.958 I slot launch_slot_: id  2 | task 7634 | processing task, is_child = 0
8.04.077.938 I slot print_timing: id  2 | task 7634 | prompt eval time =     102.83 ms /    38 tokens (    2.71 ms per token,   369.53 tokens per second)
8.04.077.949 I slot print_timing: id  2 | task 7634 |        eval time =     626.03 ms /    23 tokens (   28.46 ms per token,    35.14 tokens per second)
8.04.077.950 I slot print_timing: id  2 | task 7634 |       total time =     728.87 ms /    61 tokens
8.04.077.951 I slot print_timing: id  2 | task 7634 |    graphs reused =       7184
8.04.078.158 I slot      release: id  2 | task 7634 | stop processing: n_tokens = 5097, truncated = 0
8.04.102.206 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.987 (> 0.100 thold), f_keep = 0.898
8.04.102.668 I slot launch_slot_: id  2 | task 7659 | processing task, is_child = 0
8.05.250.753 I slot print_timing: id  2 | task 7659 | prompt eval time =     137.56 ms /    63 tokens (    2.18 ms per token,   457.99 tokens per second)
8.05.250.779 I slot print_timing: id  2 | task 7659 |        eval time =    1010.37 ms /    36 tokens (   28.87 ms per token,    34.64 tokens per second)
8.05.250.782 I slot print_timing: id  2 | task 7659 |       total time =    1147.93 ms /    99 tokens
8.05.250.784 I slot print_timing: id  2 | task 7659 |    graphs reused =       7218
8.05.251.152 I slot      release: id  2 | task 7659 | stop processing: n_tokens = 4673, truncated = 0
8.05.279.285 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.930 (> 0.100 thold), f_keep = 1.000
8.05.279.793 I slot launch_slot_: id  2 | task 7697 | processing task, is_child = 0
8.08.577.271 I slot print_timing: id  2 | task 7697 | n_gen =    106, tg =  34.86 t/s, tg_3s =  35.19 t/s
8.08.605.716 I slot print_timing: id  2 | task 7697 | prompt eval time =     284.96 ms /   351 tokens (    0.81 ms per token,  1231.77 tokens per second)
8.08.605.726 I slot print_timing: id  2 | task 7697 |        eval time =    3040.83 ms /   107 tokens (   28.69 ms per token,    34.86 tokens per second)
8.08.605.728 I slot print_timing: id  2 | task 7697 |       total time =    3325.78 ms /   458 tokens
8.08.605.732 I slot print_timing: id  2 | task 7697 |    graphs reused =       7322
8.08.605.932 I slot      release: id  2 | task 7697 | stop processing: n_tokens = 5130, truncated = 0
8.08.655.304 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.986 (> 0.100 thold), f_keep = 1.000
8.08.655.708 I slot launch_slot_: id  2 | task 7806 | processing task, is_child = 0
8.09.583.950 I slot print_timing: id  2 | task 7806 | prompt eval time =     122.75 ms /    72 tokens (    1.70 ms per token,   586.56 tokens per second)
8.09.583.961 I slot print_timing: id  2 | task 7806 |        eval time =     805.35 ms /    30 tokens (   27.77 ms per token,    36.01 tokens per second)
8.09.583.962 I slot print_timing: id  2 | task 7806 |       total time =     928.10 ms /   102 tokens
8.09.583.964 I slot print_timing: id  2 | task 7806 |    graphs reused =       7350
8.09.584.166 I slot      release: id  2 | task 7806 | stop processing: n_tokens = 5231, truncated = 0
8.09.617.369 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 0.875
8.09.617.701 I slot launch_slot_: id  2 | task 7838 | processing task, is_child = 0
8.10.844.344 I slot print_timing: id  2 | task 7838 | prompt eval time =     133.10 ms /    57 tokens (    2.34 ms per token,   428.24 tokens per second)
8.10.844.367 I slot print_timing: id  2 | task 7838 |        eval time =    1093.40 ms /    40 tokens (   28.04 ms per token,    35.67 tokens per second)
8.10.844.371 I slot print_timing: id  2 | task 7838 |       total time =    1226.50 ms /    97 tokens
8.10.844.374 I slot print_timing: id  2 | task 7838 |    graphs reused =       7388
8.10.844.832 I slot      release: id  2 | task 7838 | stop processing: n_tokens = 4671, truncated = 0
8.10.899.387 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.962 (> 0.100 thold), f_keep = 1.000
8.10.899.695 I slot launch_slot_: id  2 | task 7880 | processing task, is_child = 0
8.13.698.725 I slot print_timing: id  2 | task 7880 | prompt eval time =     196.59 ms /   187 tokens (    1.05 ms per token,   951.20 tokens per second)
8.13.698.737 I slot print_timing: id  2 | task 7880 |        eval time =    2602.32 ms /    94 tokens (   27.98 ms per token,    35.74 tokens per second)
8.13.698.739 I slot print_timing: id  2 | task 7880 |       total time =    2798.92 ms /   281 tokens
8.13.698.740 I slot print_timing: id  2 | task 7880 |    graphs reused =       7479
8.13.698.933 I slot      release: id  2 | task 7880 | stop processing: n_tokens = 4951, truncated = 0
8.13.759.655 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
8.13.760.037 I slot launch_slot_: id  2 | task 7976 | processing task, is_child = 0
8.14.246.224 I slot print_timing: id  2 | task 7976 | prompt eval time =     105.65 ms /    36 tokens (    2.93 ms per token,   340.74 tokens per second)
8.14.246.236 I slot print_timing: id  2 | task 7976 |        eval time =     380.39 ms /    14 tokens (   29.26 ms per token,    34.18 tokens per second)
8.14.246.238 I slot print_timing: id  2 | task 7976 |       total time =     486.04 ms /    50 tokens
8.14.246.239 I slot print_timing: id  2 | task 7976 |    graphs reused =       7491
8.14.246.444 I slot      release: id  2 | task 7976 | stop processing: n_tokens = 5000, truncated = 0
8.14.288.237 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 0.916
8.14.288.838 I slot launch_slot_: id  2 | task 7992 | processing task, is_child = 0
8.15.295.363 I slot print_timing: id  2 | task 7992 | prompt eval time =     140.54 ms /    60 tokens (    2.34 ms per token,   426.91 tokens per second)
8.15.295.373 I slot print_timing: id  2 | task 7992 |        eval time =     865.76 ms /    32 tokens (   27.93 ms per token,    35.81 tokens per second)
8.15.295.374 I slot print_timing: id  2 | task 7992 |       total time =    1006.31 ms /    92 tokens
8.15.295.375 I slot print_timing: id  2 | task 7992 |    graphs reused =       7521
8.15.295.553 I slot      release: id  2 | task 7992 | stop processing: n_tokens = 4666, truncated = 0
8.15.311.030 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.930 (> 0.100 thold), f_keep = 1.000
8.15.311.354 I slot launch_slot_: id  2 | task 8026 | processing task, is_child = 0
8.17.159.499 I slot print_timing: id  2 | task 8026 | prompt eval time =     266.92 ms /   351 tokens (    0.76 ms per token,  1314.99 tokens per second)
8.17.159.510 I slot print_timing: id  2 | task 8026 |        eval time =    1581.10 ms /    58 tokens (   27.74 ms per token,    36.05 tokens per second)
8.17.159.512 I slot print_timing: id  2 | task 8026 |       total time =    1848.03 ms /   409 tokens
8.17.159.513 I slot print_timing: id  2 | task 8026 |    graphs reused =       7577
8.17.159.775 I slot      release: id  2 | task 8026 | stop processing: n_tokens = 5074, truncated = 0
8.17.211.729 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.985 (> 0.100 thold), f_keep = 1.000
8.17.212.330 I slot launch_slot_: id  2 | task 8086 | processing task, is_child = 0
8.18.092.983 I slot print_timing: id  2 | task 8086 | prompt eval time =     122.58 ms /    77 tokens (    1.59 ms per token,   628.18 tokens per second)
8.18.092.997 I slot print_timing: id  2 | task 8086 |        eval time =     757.88 ms /    28 tokens (   28.07 ms per token,    35.63 tokens per second)
8.18.092.998 I slot print_timing: id  2 | task 8086 |       total time =     880.45 ms /   105 tokens
8.18.093.000 I slot print_timing: id  2 | task 8086 |    graphs reused =       7603
8.18.093.215 I slot      release: id  2 | task 8086 | stop processing: n_tokens = 5178, truncated = 0
8.18.141.764 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 0.884
8.18.142.618 I slot launch_slot_: id  2 | task 8116 | processing task, is_child = 0
8.20.370.547 I slot print_timing: id  2 | task 8116 | prompt eval time =     156.24 ms /    55 tokens (    2.84 ms per token,   352.03 tokens per second)
8.20.370.567 I slot print_timing: id  2 | task 8116 |        eval time =    2071.38 ms /    75 tokens (   27.99 ms per token,    35.73 tokens per second)
8.20.370.570 I slot print_timing: id  2 | task 8116 |       total time =    2227.61 ms /   130 tokens
8.20.370.572 I slot print_timing: id  2 | task 8116 |    graphs reused =       7676
8.20.370.956 I slot      release: id  2 | task 8116 | stop processing: n_tokens = 4704, truncated = 0
8.20.420.773 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.993 (> 0.100 thold), f_keep = 1.000
8.20.421.140 I slot launch_slot_: id  2 | task 8193 | processing task, is_child = 0
8.20.774.051 I slot print_timing: id  2 | task 8193 | prompt eval time =     104.82 ms /    35 tokens (    2.99 ms per token,   333.90 tokens per second)
8.20.774.061 I slot print_timing: id  2 | task 8193 |        eval time =     247.97 ms /    10 tokens (   27.55 ms per token,    36.30 tokens per second)
8.20.774.062 I slot print_timing: id  2 | task 8193 |       total time =     352.79 ms /    45 tokens
8.20.774.064 I slot print_timing: id  2 | task 8193 |    graphs reused =       7684
8.20.774.244 I slot      release: id  2 | task 8193 | stop processing: n_tokens = 4748, truncated = 0
8.20.790.451 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 0.965
8.20.790.761 I slot launch_slot_: id  2 | task 8205 | processing task, is_child = 0
8.22.023.127 I slot print_timing: id  2 | task 8205 | prompt eval time =     132.93 ms /    55 tokens (    2.42 ms per token,   413.76 tokens per second)
8.22.023.158 I slot print_timing: id  2 | task 8205 |        eval time =    1099.31 ms /    40 tokens (   28.19 ms per token,    35.48 tokens per second)
8.22.023.161 I slot print_timing: id  2 | task 8205 |       total time =    1232.23 ms /    95 tokens
8.22.023.164 I slot print_timing: id  2 | task 8205 |    graphs reused =       7722
8.22.023.641 I slot      release: id  2 | task 8205 | stop processing: n_tokens = 4669, truncated = 0
8.22.074.507 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.938 (> 0.100 thold), f_keep = 1.000
8.22.074.794 I slot launch_slot_: id  2 | task 8247 | processing task, is_child = 0
8.25.159.317 I slot print_timing: id  2 | task 8247 | prompt eval time =     258.73 ms /   306 tokens (    0.85 ms per token,  1182.71 tokens per second)
8.25.159.328 I slot print_timing: id  2 | task 8247 |        eval time =    2825.68 ms /   102 tokens (   27.98 ms per token,    35.74 tokens per second)
8.25.159.329 I slot print_timing: id  2 | task 8247 |       total time =    3084.41 ms /   408 tokens
8.25.159.330 I slot print_timing: id  2 | task 8247 |    graphs reused =       7822
8.25.159.492 I slot      release: id  2 | task 8247 | stop processing: n_tokens = 5076, truncated = 0
8.25.210.446 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.994 (> 0.100 thold), f_keep = 1.000
8.25.210.789 I slot launch_slot_: id  2 | task 8351 | processing task, is_child = 0
8.25.513.102 I slot print_timing: id  2 | task 8351 | prompt eval time =     102.09 ms /    32 tokens (    3.19 ms per token,   313.44 tokens per second)
8.25.513.112 I slot print_timing: id  2 | task 8351 |        eval time =     200.10 ms /     8 tokens (   28.59 ms per token,    34.98 tokens per second)
8.25.513.114 I slot print_timing: id  2 | task 8351 |       total time =     302.20 ms /    40 tokens
8.25.513.115 I slot print_timing: id  2 | task 8351 |    graphs reused =       7828
8.25.513.279 I slot      release: id  2 | task 8351 | stop processing: n_tokens = 5115, truncated = 0
8.25.533.364 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 0.895
8.25.533.793 I slot launch_slot_: id  2 | task 8361 | processing task, is_child = 0
8.26.431.198 I slot print_timing: id  2 | task 8361 | prompt eval time =     139.44 ms /    54 tokens (    2.58 ms per token,   387.27 tokens per second)
8.26.431.209 I slot print_timing: id  2 | task 8361 |        eval time =     757.82 ms /    28 tokens (   28.07 ms per token,    35.63 tokens per second)
8.26.431.210 I slot print_timing: id  2 | task 8361 |       total time =     897.25 ms /    82 tokens
8.26.431.211 I slot print_timing: id  2 | task 8361 |    graphs reused =       7854
8.26.431.393 I slot      release: id  2 | task 8361 | stop processing: n_tokens = 4656, truncated = 0
8.26.443.867 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.991 (> 0.100 thold), f_keep = 1.000
8.26.444.181 I slot launch_slot_: id  2 | task 8391 | processing task, is_child = 0
8.27.704.595 I slot print_timing: id  2 | task 8391 | prompt eval time =     104.68 ms /    41 tokens (    2.55 ms per token,   391.68 tokens per second)
8.27.704.610 I slot print_timing: id  2 | task 8391 |        eval time =    1155.62 ms /    42 tokens (   28.19 ms per token,    35.48 tokens per second)
8.27.704.612 I slot print_timing: id  2 | task 8391 |       total time =    1260.30 ms /    83 tokens
8.27.704.613 I slot print_timing: id  2 | task 8391 |    graphs reused =       7894
8.27.704.882 I slot      release: id  2 | task 8391 | stop processing: n_tokens = 4738, truncated = 0
8.27.741.597 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.939 (> 0.100 thold), f_keep = 1.000
8.27.742.055 I slot launch_slot_: id  2 | task 8435 | processing task, is_child = 0
8.30.529.062 I slot print_timing: id  2 | task 8435 | prompt eval time =     260.61 ms /   310 tokens (    0.84 ms per token,  1189.54 tokens per second)
8.30.529.073 I slot print_timing: id  2 | task 8435 |        eval time =    2526.21 ms /    93 tokens (   27.46 ms per token,    36.42 tokens per second)
8.30.529.075 I slot print_timing: id  2 | task 8435 |       total time =    2786.82 ms /   403 tokens
8.30.529.078 I slot print_timing: id  2 | task 8435 |    graphs reused =       7984
8.30.529.267 I slot      release: id  2 | task 8435 | stop processing: n_tokens = 5140, truncated = 0
8.30.576.298 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.992 (> 0.100 thold), f_keep = 1.000
8.30.576.618 I slot launch_slot_: id  2 | task 8530 | processing task, is_child = 0
8.31.761.823 I slot print_timing: id  2 | task 8530 | prompt eval time =     124.20 ms /    41 tokens (    3.03 ms per token,   330.12 tokens per second)
8.31.761.838 I slot print_timing: id  2 | task 8530 |        eval time =    1060.90 ms /    37 tokens (   29.47 ms per token,    33.93 tokens per second)
8.31.761.840 I slot print_timing: id  2 | task 8530 |       total time =    1185.09 ms /    78 tokens
8.31.761.841 I slot print_timing: id  2 | task 8530 |    graphs reused =       8019
8.31.762.035 I slot      release: id  2 | task 8530 | stop processing: n_tokens = 5217, truncated = 0
8.31.777.762 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 0.878
8.31.778.086 I slot launch_slot_: id  2 | task 8569 | processing task, is_child = 0
8.32.834.058 I slot print_timing: id  2 | task 8569 | prompt eval time =     138.24 ms /    59 tokens (    2.34 ms per token,   426.78 tokens per second)
8.32.834.069 I slot print_timing: id  2 | task 8569 |        eval time =     917.61 ms /    34 tokens (   27.81 ms per token,    35.96 tokens per second)
8.32.834.071 I slot print_timing: id  2 | task 8569 |       total time =    1055.86 ms /    93 tokens
8.32.834.072 I slot print_timing: id  2 | task 8569 |    graphs reused =       8051
8.32.834.254 I slot      release: id  2 | task 8569 | stop processing: n_tokens = 4667, truncated = 0
8.32.895.003 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 1.000
8.32.895.335 I slot launch_slot_: id  2 | task 8605 | processing task, is_child = 0
8.33.770.997 I slot print_timing: id  2 | task 8605 | prompt eval time =     113.08 ms /    50 tokens (    2.26 ms per token,   442.18 tokens per second)
8.33.771.032 I slot print_timing: id  2 | task 8605 |        eval time =     762.45 ms /    27 tokens (   29.32 ms per token,    34.10 tokens per second)
8.33.771.035 I slot print_timing: id  2 | task 8605 |       total time =     875.52 ms /    77 tokens
8.33.771.037 I slot print_timing: id  2 | task 8605 |    graphs reused =       8076
8.33.771.447 I slot      release: id  2 | task 8605 | stop processing: n_tokens = 4743, truncated = 0
8.33.822.640 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.988 (> 0.100 thold), f_keep = 0.965
8.33.822.959 I slot launch_slot_: id  2 | task 8634 | processing task, is_child = 0
8.34.793.458 I slot print_timing: id  2 | task 8634 | prompt eval time =     138.16 ms /    58 tokens (    2.38 ms per token,   419.80 tokens per second)
8.34.793.467 I slot print_timing: id  2 | task 8634 |        eval time =     832.21 ms /    30 tokens (   28.70 ms per token,    34.85 tokens per second)
8.34.793.469 I slot print_timing: id  2 | task 8634 |       total time =     970.37 ms /    88 tokens
8.34.793.470 I slot print_timing: id  2 | task 8634 |    graphs reused =       8104
8.34.793.656 I slot      release: id  2 | task 8634 | stop processing: n_tokens = 4662, truncated = 0
8.34.810.208 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.973 (> 0.100 thold), f_keep = 1.000
8.34.810.511 I slot launch_slot_: id  2 | task 8666 | processing task, is_child = 0
8.35.937.052 I slot print_timing: id  2 | task 8666 | prompt eval time =     145.49 ms /   130 tokens (    1.12 ms per token,   893.54 tokens per second)
8.35.937.075 I slot print_timing: id  2 | task 8666 |        eval time =     980.93 ms /    36 tokens (   28.03 ms per token,    35.68 tokens per second)
8.35.937.078 I slot print_timing: id  2 | task 8666 |       total time =    1126.42 ms /   166 tokens
8.35.937.080 I slot print_timing: id  2 | task 8666 |    graphs reused =       8138
8.35.937.413 I slot      release: id  2 | task 8666 | stop processing: n_tokens = 4827, truncated = 0
8.36.012.862 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.992 (> 0.100 thold), f_keep = 1.000
8.36.013.176 I slot launch_slot_: id  2 | task 8704 | processing task, is_child = 0
8.36.457.297 I slot print_timing: id  2 | task 8704 | prompt eval time =     102.12 ms /    37 tokens (    2.76 ms per token,   362.32 tokens per second)
8.36.457.335 I slot print_timing: id  2 | task 8704 |        eval time =     341.88 ms /    13 tokens (   28.49 ms per token,    35.10 tokens per second)
8.36.457.339 I slot print_timing: id  2 | task 8704 |       total time =     444.00 ms /    50 tokens
8.36.457.342 I slot print_timing: id  2 | task 8704 |    graphs reused =       8149
8.36.457.814 I slot      release: id  2 | task 8704 | stop processing: n_tokens = 4876, truncated = 0
8.36.494.625 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.989 (> 0.100 thold), f_keep = 0.939
8.36.495.002 I slot launch_slot_: id  2 | task 8719 | processing task, is_child = 0
8.37.683.436 I slot print_timing: id  2 | task 8719 | prompt eval time =     134.11 ms /    57 tokens (    2.35 ms per token,   425.03 tokens per second)
8.37.683.444 I slot print_timing: id  2 | task 8719 |        eval time =    1054.19 ms /    39 tokens (   27.74 ms per token,    36.05 tokens per second)
8.37.683.446 I slot print_timing: id  2 | task 8719 |       total time =    1188.30 ms /    96 tokens
8.37.683.447 I slot print_timing: id  2 | task 8719 |    graphs reused =       8186
